id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11399,2017/8/16,One participant stressed that the risks both to the Committee's inflation objective and to financial stability would require careful monitoring.,neutral,neutral,neutral,,neutral
11400,2017/10/11,"On a 12-month basis, overall inflation and the measure excluding food and energy prices had declined this year and were running below 2 percent.",neutral,neutral,positive,,negative
11401,2017/10/11,"On a 12-month basis, overall inflation and the measure excluding food and energy prices had declined this year and were running below 2 percent.",neutral,neutral,positive,,negative
11402,2017/10/11,"On a 12-month basis, overall inflation and the measure excluding food and energy prices have declined this year and are running below 2 percent.",neutral,neutral,positive,,negative
11403,2018/1/3,"Total U.S. consumer prices, as measured by the PCE price index, increased slightly more than 1-1/2 percent over the 12 months ending in October.",neutral,neutral,positive,,positive
11404,2018/2/21,The FOMC's decision at its December meeting to raise the target range for the federal funds rate was transmitted smoothly to money market rates.,neutral,neutral,neutral,,neutral
11405,2018/2/21,Inflation on a 12-month basis is expected to move up this year and to stabilize around the Committee's 2 percent objective over the medium term.,neutral,neutral,positive,,neutral
11406,2018/4/11,Almost all participants agreed that it remained appropriate to follow a gradual approach to raising the target range for the federal funds rate.,neutral,neutral,neutral,,neutral
11407,2018/5/23,"The foreign exchange value of the dollar rose modestly, but this move retraced only a bit of the depreciation of the dollar since its 2016 peak.",neutral,neutral,neutral,,negative
11408,2018/10/17,Treasury bill supply remained elevated and reportedly continued to contribute to upward pressure on overnight repurchase agreement (repo) rates.,neutral,neutral,neutral,,negative
11409,2019/1/9,The revision in the expected policy path was less noticeable in the Desk's survey-based measures of the expected path of the federal funds rate.,neutral,neutral,neutral,,neutral
11410,2019/1/9,"Under the baseline outlook, prepayments of principal on agency MBS would remain below the $20 billion redemption cap for the foreseeable future.",neutral,neutral,neutral,,negative
11411,2019/1/9,"AFE sovereign yields declined significantly, reflecting decreases in U.S. bond yields and weaker-than-expected euro-area and U.K. economic data.",negative,neutral,neutral,,negative
11412,2019/1/9,"In many cases, nonfinancial firms' earnings reports suggested that tariffs were a salient concern in the changed outlook for corporate earnings.",neutral,neutral,neutral,,negative
11413,2019/2/20,They observed that a regime that controlled the policy rate through active management of the supply of reserves likely would have disadvantages.,neutral,neutral,neutral,,negative
11414,2019/2/20,"In consumer credit markets, financing conditions tightened a bit but, on balance, remained generally supportive of growth in household spending.",positive,neutral,neutral,,positive
11415,2019/4/10,"Credit card loan growth remained strong through December, though the pace slowed during 2018 amid tighter lending standards by commercial banks.",positive,neutral,neutral,,positive
11416,2019/7/10,"FOMC communications following the May meeting had little net effect on yields, though they rose modestly following the Chair's press conference.",neutral,neutral,neutral,,neutral
11417,2019/8/21,Expectations for near-term domestic policy easing had occurred against the backdrop of a global shift toward more accommodative monetary policy.,positive,neutral,neutral,,positive
11418,2019/8/21,"These pressures, in turn, seemed to stem partly from elevated dealer inventories of Treasury securities and dealers' associated financing needs.",neutral,neutral,neutral,,negative
11419,2019/10/9,"Industrial production increased modestly, on net, over July and August, but production remained notably lower than at the beginning of the year.",neutral,neutral,neutral,,negative
11420,2019/11/20,"The nominal U.S. international trade deficit widened in August, reflecting a subdued pace of export growth and a moderate pace of import growth.",neutral,neutral,neutral,,negative
11421,2020/1/3,The manager reported that the Desk is closely monitoring reserves and money market conditions and that it is prepared to adjust plans as needed.,neutral,neutral,neutral,,neutral
11422,2020/1/3,"Total nonfarm payroll employment surged in November, boosted in part by the return of auto workers who had previously been on strike in October.",neutral,positive,neutral,,positive
11423,2020/1/3,"However, new uncertainties had emerged regarding trade policy with Argentina, Brazil, and France, and political tensions in Hong Kong persisted.",negative,neutral,neutral,,negative
11424,2020/1/3,"Other members thought that the reference to ""near"" 2 percent was intended to encompass modest deviations of inflation above and below 2 percent.",neutral,neutral,neutral,,neutral
11425,2020/2/19,"This technical adjustment would reverse the small downward adjustment to administered rates made in September, when money markets were volatile.",neutral,neutral,neutral,,neutral
11426,2020/2/19,"Conditions in domestic short-term funding markets, including in secured financing, were stable over the intermeeting period, even over year-end.",neutral,neutral,neutral,,positive
11427,2020/2/19,"Institutional leveraged loan issuance continued to be robust in December, reflecting solid refinancing activity and moderate new money issuance.",positive,neutral,neutral,,positive
11428,2020/2/19,"Asset valuation pressures were characterized as fairly widespread across a number of markets, similar to the situation in much of 2017 and 2018.",negative,neutral,neutral,,negative
